CODIGO;DESCRICAO;UNIDADE
08.01.08.041-7;REVISTA "A TERCEIRA IDADE - VOL. 38";UN
08.01.08.042-5;REVISTA PROBLEMAS BRASILEIROS N. 380;UN
08.01.08.043-3;REVISTA PROBLEMAS BRASILEIROS N 381;UN
08.01.08.044-1;REVISTA PROBLEMAS BRASILEIROS N 382;UN
08.01.08.045-9;REVISTA "A TERCEIRA IDADE - VOL. 39";UN
08.01.08.046-7;REVISTA PROBLEMAS BRASILEIROS N 383;UN
08.01.08.047-5;REVISTA "A TERCEIRA IDADE - VOL. 40";UN
08.01.08.048-3;REVISTA PROBLEMAS BRASILEIROS N 384;UN
08.01.08.049-1;REVISTA PROBLEMAS BRASILEIROS N 385;UN
08.01.08.050-6;REVISTA "A TERCEIRA IDADE - VOL. 41";UN
08.01.08.051-4;REVISTA PROBLEMAS BRASILEIROS N 386;UN
08.01.08.052-2;REVISTA PROBLEMAS BRASILEIROS N 387;UN
08.01.08.053-0;REVISTA PROBLEMAS BRASILEIROS N 388;UN
08.01.08.054-8;REVISTA "A TERCEIRA IDADE - VOL. 42";UN
08.01.08.055-6;REVISTA PROBLEMAS BRASILEIROS N 389;UN
08.01.08.056-4;REVISTA PROBLEMAS BRASILEIROS N 390;UN
08.01.08.057-2;REVISTA "A 3A IDADE VOL.43" ED.ESPECIAL;UN
08.01.08.058-0;REVISTA PROBLEMAS BRASILEIROS N 391;UN
08.01.08.059-8;REVISTA PROBLEMAS BRASILEIROS N 392;UN
08.01.08.060-3;REVISTA "A TERCEIRA IDADE - VOL. 44";UN
08.01.08.061-1;REVISTA PROBLEMAS BRASILEIROS N 393;UN
08.01.08.063-7;REVISTA "A TERCEIRA IDADE - VOL. 45";UN
08.01.08.066-1;REVISTA "A TERCEIRA IDADE - VOL. 46";UN
08.01.08.067-9;REVISTA PROBLEMAS BRASILEIROS N 397;UN
08.01.08.068-7;REVISTA PROBLEMAS BRASILEIROS Nº 398;UN
08.01.08.069-5;REVISTA "A TERCEIRA IDADE - VOL. 47";UN
08.01.08.070-0;REVISTA PROBLEMAS BRASILEIROS Nº 399;UN
08.01.08.071-8;REVISTA PROBLEMAS BRASILEIROS Nº 400;UN
08.01.08.072-6;REVISTA "A TERCEIRA IDADE - VOL. 48";UN
08.01.08.073-4;REVISTA PROBLEMAS BRASILEIROS Nº 401;UN
08.01.08.074-2;REVISTA "A TERCEIRA IDADE - VOL. 49";UN
08.01.08.076-8;REVISTA PROBLEMAS BRASILEIROS Nº 403;UN
08.01.08.077-6;REVISTA "A TERCEIRA IDADE - VOL. 50";UN
08.01.08.078-4;REVISTA PROBLEMAS BRASILEIROS N 404;UN
08.01.08.079-2;REVISTA PROBLEMAS BRASILEIROS N 405;UN
08.01.08.080-7;REVISTA PROBLEMAS BRASILEIROS Nº 406;UN
08.01.08.081-5;REVISTA "A TERCEIRA IDADE - VOL. 51";UN
08.01.08.082-3;REVISTA PROBLEMAS BRASILEIROS N 407;UN
08.01.08.083-1;REVISTA PROBLEMAS BRASILEIROS N 408;UN
08.01.08.084-9;REVISTA "A TERCEIRA IDADE - VOL. 52";UN
08.01.08.085-7;REVISTA PROBLEMAS BRASILEIROS Nº 409;UN
08.01.08.086-5;REVISTA PROBLEMAS BRASILEIROS Nº 410;UN
08.01.08.087-3;REVISTA "A TERCEIRA IDADE - VOL. 53";UN
08.01.08.088-1;REVISTA PROBLEMAS BRASILEIROS Nº 411;UN
08.01.08.089-9;REVISTA PROBLEMAS BRASILEIROS Nº 412;UN
08.01.08.090-4;REVISTA "A TERCEIRA IDADE - VOL. 54";UN
08.01.08.091-2;REVISTA PROBLEMAS BRASILEIROS Nº 413;UN
08.01.08.092-0;REVISTA PROBLEMAS BRASILEIROS Nº 414;UN
08.01.08.093-8;REVISTA "A TERCEIRA IDADE - VOL. 55";UN
08.01.08.094-6;REVISTA PROBLEMAS BRASILEIROS Nº 415;UN
08.01.08.095-4;REVISTA PROBLEMAS BRASILEIROS Nº 416;UN
08.01.08.096-2;REVISTA "A TERCEIRA IDADE - VOL. 56";UN
08.01.08.097-0;REVISTA PROBLEMAS BRASILEIROS Nº 417;UN
08.01.08.098-8;REVISTA PROBLEMAS BRASILEIROS Nº 418;UN
08.01.08.099-6;REVISTA "A TERCEIRA IDADE - VOL. 57";UN
08.01.08.100-7;REVISTA PROBLEMAS BRASILEIROS Nº 419;UN
08.01.08.101-5;REVISTA PROBLEMAS BRASILEIROS Nº 420;UN
08.01.08.102-3;REVISTA A TERCEIRA IDADE - VOL. 58;UN
08.01.08.103-1;REVISTA PROBLEMAS BRASILEIROS Nº 421;UN
08.01.08.104-9;REVISTA PROBLEMAS BRASILEIROS Nº 422;UN
08.01.08.105-7;REVISTA "A TERCEIRA IDADE - VOL. 59";UN
08.01.08.106-5;REVISTA PROBLEMAS BRASILEIROS Nº 423;UN
08.01.08.107-3;REVISTA PROBLEMAS BRASILEIROS Nº 424;UN
08.01.08.108-1;REVISTA PROBLEMAS BRASILEIROS Nº 425;UN
08.01.08.109-9;REVISTA "MAIS 60 - VOL. 60";UN
08.01.08.110-4;REVISTA PROBLEMAS BRASILEIROS Nº 426;UN
08.01.08.111-2;REVISTA PROBLEMAS BRASILEIROS Nº 427;UN
08.01.08.112-0;REVISTA PROBLEMAS BRASILEIROS Nº 428;UN
08.01.08.113-8;REVISTA "MAIS 60 - VOL. 61";UN
08.01.08.114-6;REVISTA PROBLEMAS BRASILEIROS Nº 429;UN
08.01.08.115-4;REVISTA PROBLEMAS BRASILEIROS Nº 430;UN
08.01.08.116-2;REVISTA "MAIS 60" VOL. 62;UN
08.01.08.117-0;REVISTA PROBLEMAS BRASILEIROS Nº 431;UN
08.01.08.118-8;REVISTA PROBLEMAS BRASILEIROS Nº 432;UN
08.01.08.119-6;REVISTA PROBLEMAS BRASILEIROS Nº 433;UN
08.01.08.120-1;REVISTA "MAIS 60 - VOL. 26 Nº 63 ";UN
08.01.08.121-9;REVISTA PROBLEMAS BRASILEIROS Nº 434;UN
08.01.08.122-7;REVISTA "MAIS 60 - VOL. 27 Nº 64 ";UN
08.01.08.123-5;REVISTA PROBLEMAS BRASILEIROS N° 435;UN
08.01.08.124-3;MONOLITO #33 SESCSP: ARQUITETURA;UN
08.01.08.125-1;REVISTA MAIS 60 - V.27 Nº 65;UN
08.01.08.126-9;REVISTA MAIS 60 - V.66;UN
08.01.08.127-7;REVISTA MAIS 60 - V.28 Nº 68;UN
08.01.08.128-5;REVISTA MAIS 60 - V.28 Nº 69;UN
08.01.08.129-3;REVISTA MAIS 60 - Nº 70;UN
08.01.08.131-6;REVISTA MAIS 60 - Nº 71;UN
08.01.08.132-4;REVISTA MAIS 60 - Nº 72;UN
08.01.09.001-4;DVD SAMWAAD - A RUA DO ENCONTRO;UN
08.01.09.002-2;DVD SESC BERTIOGA;UN
08.01.09.003-0;DVD MILAGRIMAS;UN
08.01.09.004-8;DVD ORQUESTRA MEDITERRANEA;UN
08.01.09.005-6;COLECAO VIDEOBRASIL DE AUTORES (4 DVDS);UN
08.01.09.006-4;DVD CERTAS DUVIDAS DE WILLIAN KENTRIDGE;UN
08.01.09.007-2;DVD RAFAEL FRANCA:OBRA COMO TESTAMENTO;UN
08.01.09.008-0;DVD MAU WAL: ENCONTROS TRADUZIDOS;UN
08.01.09.009-8;DVD "UM OLHAR..." DE AKRAM ZAATARI;UN
08.01.09.010-3;DVD COCO FUSCO: ILIKE GIRLS IN UNIFORM;UN
08.01.09.011-1;DVD OPERA DAS PEDRAS - PRIMEIRAS VOZES;UN
08.01.09.012-9;DVD OUVINDO IMAGENS PORTUGUES;UN
08.01.09.013-7;DVD NA CASA DA RUTH;UN
08.01.09.014-5;DVD OUVINDO IMAGENS FRANCES;UN
08.01.09.015-3;DVD "CHELPA FERRO";UN
08.01.09.016-1;DVDS ARQUIVO PARA UMA OBRA-ACONTECIMENTO;UN
08.01.09.017-9;DVD PIANO - UMA HISTORIA DE 300 ANOS;UN
08.01.09.018-7;DVD NATURALMENTE - ANTONIO NOBREGA;UN
08.01.09.019-5;DVD FLO MENEZES "DE SPECTRIS SONORUM";UN
08.01.09.020-0;CD E DVD "EXU 7 ENCRUZILHADAS";UN
08.01.09.021-8;DVD EDUARDO GUDIN;UN
08.01.09.022-6;DVD O FIM DA CANCAO;UN
08.01.09.023-4;CD/DVD "O UNIVERSO MUSICAL RAUL DE SOUZA;UN
08.01.09.023-4;CD/DVD "O UNIVERSO MUSICAL RAUL DE SOUZA;UN
08.01.09.024-2;DVD "FAMILIA DAS CORDAS";UN
08.01.09.025-0;CD PLUGINS AMAZONICOS;UN
08.01.09.026-8;CD ENCONTRO - SONS DO BRASIL E ARGENTINA;UN
08.01.09.026-8;CD ENCONTRO - SONS DO BRASIL E ARGENTINA;UN
08.01.09.027-6;"CD FALA DE BICHO, FALA DE GENTE";UN
08.01.09.028-4;DVD A DEMOCRACIA DA MADEIRAS;UN
08.01.09.029-2;DVD O FIM DO MUNDO ENFIM;UN
08.01.09.030-7;DVD INFINITO MOVIMENTO;UN
08.01.09.031-5;DVD BRAZILIAN CONTEMPORARY MUSIC;UN
08.01.09.032-3;DVD O DIABO ERA MAIS EMBAIXO;UN
08.01.09.033-1;DVD POUSSIN DESCOBERTO;UN
08.01.09.033-1;DVD POUSSIN DESCOBERTO;UN
08.01.09.034-9;DVD NAUFRAGOS DA LOUCA ESPERANÇA;UN
08.01.09.035-7;DVD TIC TIC TATI;UN
08.01.09.036-5;"DVD EDUARDO COUTINHO, 7 DE OUTUBRO";UN
08.01.09.037-3;CD/DVD " O VENTO LÁ FORA ";UN
08.01.09.038-1;DVD BOULEZ + (FLO MENEZES);UN
08.01.09.039-9;DVD O SAL DA TERRA (JULIANO SALGADO);UN
08.01.09.040-4;DVD ALCANCE DOS SENTIDOS;UN
08.01.09.040-4;DVD ALCANCE DOS SENTIDOS;UN
08.01.09.043-8;DVD MEU ENCONTRO COM LUCIANO BERIO;UN
08.01.09.044-6;BOX DVD MOVIMENTO VIOLAO;UN
08.01.09.045-4;DVD AUDITIVOS;UN
08.01.09.046-2;DVD EXERCITO DOS METAIS;UN
08.01.09.047-0;DVD CORPO DE BAILE (MONICA SALMASO);UN
08.01.09.047-0;DVD CORPO DE BAILE (MONICA SALMASO);UN
08.02.02.023-2;CAMISETA ABSOULUTA/E;UN
08.02.23.001-5;CAPA DE ALMOFADA "RDA";UN
08.02.27.013-8;GRAVURA GRANDE - J. BORGES;UN
08.02.27.014-6;GRAVURA MEDIA - J. BORGES;UN
08.02.27.383-5;NECESSAIRE JARDIM VERDE "ABSOLUTA/E";UN
08.02.27.384-3;NECESSAIRE JARDIM AMARELO "ABSOLUTA/E";UN
08.02.27.386-9;QUADRO MODELAGEM;UN
08.03.01.001-0;CADERNO PEIXE;UN
08.03.01.004-4;CADERNO URBANO;UN
08.03.01.005-2;CADERNO DEBATE;UN
08.03.01.009-4;CADERNO PRENSA/GUTENBERG COLOR;UN
08.03.01.010-9;CADERNO PRENSA PB;UN
08.03.01.011-7;CADERNO ALFABETO;UN
08.03.01.012-5;CADERNO ILUMINURAS;UN
08.03.01.013-3;CADERNO VIDEOBRASIL- 7 2011;UN
08.03.01.014-1;CADERNO ARVORE MATUCK;UN
08.03.01.015-9;CADERNO CADEIRA LINA;UN
08.03.01.016-7;CADERNO CAMISETA LINA;UN
08.03.01.017-5;CADERNO PORTAO LINA;UN
08.03.01.018-3;CADERNO VIDEOBRASIL 30 ANOS;UN
08.03.01.019-1;CADERNETA VIDEOBRASIL ED 2010 30 ANOS;UN
08.03.01.021-4;CADERNETA VIDEOBRASIL ED 2011 30 ANOS;UN
08.03.01.022-2;CADERNO ELASTICO LARANJA MATUCK;UN
08.03.01.023-0;CADERNO ELASTICO VERDE MATUCK;UN
08.03.01.024-8;CADERNO LAGOA NAIFS;UN
08.03.01.025-6;CADERNO ENGENHO NAIFS;UN
08.03.01.027-2;CADERNO CINEMA FACHADA;UN
08.03.01.028-0;CADERNO ELASTICO LARANJA MATUCK;UN
08.03.01.029-8;CADERNO ELASTICO VERDE MATUCK;UN
08.03.01.031-1;CADERNO LARANJA SACILOTTO;UN
08.03.01.032-9;CADERNO ROXO SACILOTTO;UN
08.03.01.034-5;CADERNO TRONO ANTUNES;UN
08.03.01.035-3;CADERNO NELSON RODRIGUES ANTUNES;UN
08.03.01.036-1;CADERNO M METRO BARRA FUNDA NAIFS;UN
08.03.01.052-3;CADERNO E JARDIM;UN
08.03.01.053-1;CADERNO QUADRADO COELHO BICHOS LUDICOS;UN
08.03.01.054-9;CADERNO RETANGULAR COELHO BICHOS LUDICOS;UN
08.03.01.056-5;CADERNO QUADRADO BICHOS LÚDICOS;UN
08.03.01.057-3;CADERNO RETANGULAR JUIZO FINAL NAIFS;UN
08.03.01.058-1;CADERNO VIOLÕES CARLA CAFFE;UN
08.03.02.004-9;BLOCO URBANO;UN
08.03.02.005-7;BLOCO DEBATE;UN
08.03.02.006-5;CADERNETA AZUL JUNDIAI;UN
08.03.02.007-3;BLOCO BIENAL NAIFS;UN
08.03.02.008-1;BLOCO FLIP CHART 75G;UN
08.03.02.009-9;BLOCO URBANO PEQUENO;UN
08.03.02.010-4;BLOCO DEBATE PEQUENO;UN
08.03.02.011-2;BLOCO DEBATE GRANDE - DUO;UN
08.03.02.013-8;BLOCO DE NOTAS THEATRE DU SOLEIL;UN
08.03.02.015-4;CADERNETA TERRACOTA JUNDIAI;UN
08.03.02.016-2;BLOCO CALEIDOSCOPIO FOTOGRAFIA;UN
08.03.02.017-0;BLOCO CALEIDOSCOPIO FUSCA;UN
08.03.02.018-8;BLOCO JARDIM PRATA;UN
08.03.02.020-1;CADERNETA CALEIDOSCOPIO PRETA;UN
08.03.02.021-9;CADERNETA CALEIDOSCOPIO BRANCA;UN
08.03.02.022-7;CADERNETA PROJETOR CINE;UN
08.03.02.023-5;CADERNETA FACHADA CINE;UN
08.03.02.024-3;PORTA CARTAO BRANCO "G BARROS";UN
08.03.02.025-1;CADERNETA GARRAFA "G. BARROS";UN
08.03.02.026-9;PORTA CARTAO PRETO "G BARROS";UN
08.03.02.027-7;CADERNETA CAMINHADA "G BARROS " - LV;UN
08.03.02.029-3;CADERNETA FLORES;UN
08.03.02.030-8;CADERNETA MACACO;UN
08.03.02.031-6;CADERNETA SAPO;UN
08.03.02.032-4;BLOCO BORBOLETA;UN
08.03.02.033-2;BLOCO CALANGO;UN
08.03.02.034-0;BLOCO FLORES;UN
08.03.02.035-8;BLOCO MACACO;UN
08.03.02.036-6;BLOCO SAPO;UN
08.03.02.037-4;BLOCO CAPITULARES;UN
08.03.02.038-2;BLOCO GUTENBERG;UN
08.03.02.039-0;BLOCO ILUMINURAS;UN
08.03.02.040-5;BLOCO PRENSA;UN
08.03.02.041-3;BLOCO ALFABETO AZUL;UN
08.03.02.042-1;BLOCO ALFABETO PRETO;UN
08.03.02.043-9;BLOCO ALFABETO AMARELO;UN
08.03.02.044-7;BLOCO ALFABETO ROSA;UN
08.03.02.045-5;CADERNETA PRENSA PB;UN
08.03.02.046-3;CADERNETA PRENSA/GUTENBERG COLOR;UN
08.03.02.047-1;CADERNETA ARTE GB PRETA MAO;UN
08.03.02.048-9;CADERNETA ARTE GB ABSTRATO;UN
08.03.02.049-7;CADERNETA ARTE GB CAMINHADA;UN
08.03.02.050-2;CADERNETA GB CINZA MAO;UN
08.03.02.051-0;CADERNETA MIRADA;UN
08.03.02.055-2;CADERNETA ESP MOLESKINE GUTTENBERG BCO;UN
08.03.02.056-0;CADERNETA ESP MOLESKINE GUTENBERG PRETO;UN
08.03.02.060-9;CALENDARIO 2011 G BARROS;UN
08.03.02.061-7;AGENDA 2011 G BARROS;UN
08.03.02.062-5;AGENDA PERMANENTE G BARROS;UN
08.03.02.065-9;PORTA CARTAO GB LOGO VERDE;UN
08.03.02.066-7;PORTA CARTAO GB LOGO LARANJA;UN
08.03.02.067-5;PORTA CARTOES PRENSA;UN
08.03.02.068-3;PORTA CARTOES ALFABETO;UN
08.03.02.069-1;PORTA CARTOES GUTENBERG COLOR;UN
08.03.02.074-8;BLOCO FOTO MURO;UN
08.03.02.075-6;BLOCO BRANCO ILUSTRACAO;UN
08.03.02.076-4;BLOCO FOTO BARBEARIA;UN
08.03.02.077-2;BLOCO FOTO FABRICA;UN
08.03.02.078-0;CADERNETA VERMELHA ILUSTRACAO;UN
08.03.02.079-8;CADERNETA FOTO MANEQUIM;UN
08.03.02.080-3;CADERNETA FOTO SESC BELENZINHO;UN
08.03.02.081-1;CADERNETA FOTO JANELAS;UN
08.03.02.082-9;CADERNETA ILUSTRAÇAO B RETIRO AREIA;UN
08.03.02.083-7;CADERNETA ILUSTRAÇAO B RETIRO VINHO;UN
08.03.02.084-5;BLOCO ILUSTRACAO CINZA B RETIRO;UN
08.03.02.085-3;CADERNETA BIENAL DE DANCA;UN
08.03.02.088-7;CADERNETA VIDEOBRASIL 2011;UN
08.03.02.089-5;CADERNETA VERDE ILUSTRACAO STO AMARO;UN
08.03.02.090-0;CADERNETA VERMELHA ILUSTRACAO STO AMARO;UN
08.03.02.091-8;BLOCO VERDE ILUSTRACAO SANTO AMARO;UN
08.03.02.092-6;BLOCO VERMELHO ILUSTRACAO SANTO AMARO;UN
08.03.02.093-4;BLOCO ILUSTRACAO AREIA B RETIRO;UN
08.03.02.094-2;BLOCO AZUL ILUSTRACAO BERTIOGA;UN
08.03.02.095-0;BLOCO VERDE ILUSTRACAO BERTIOGA;UN
08.03.02.096-8;BLOCO VERMELHO ILUSTRACAO BERTIOGA;UN
08.03.02.097-6;CADERNETA ARVORE MATUCK;UN
08.03.02.098-4;CADERNETA EVENTO MARCAS REGISTRADAS;UN
08.03.02.099-2;CADERNETA MOLESKINE MOSTRA SESC 2012;UN
08.03.02.104-5;CADERNETA BERINJ ILUSTRACAO SOROCABA;UN
08.03.02.105-3;CADERNETA BEGE ILUSTRACAO SOROCABA;UN
08.03.02.108-7;BLOCO TEATRO LINA;UN
08.03.02.109-5;BLOCO BAR LINA;UN
08.03.02.110-0;CADERNETA CAPA DURA CARTAZ LINA;UN
08.03.02.111-8;CADERNETA CAPA DURA EXPO LINA;UN
08.03.02.112-6;CADERNETA TOTEM LINA;UN
08.03.02.113-4;CADERNETA VISTA LINA;UN
08.03.02.115-0;CADERNETA SACILOTTO;UN
08.03.02.116-8;CADERNETA FIT 2013;UN
08.03.02.125-7;CADERNETA ELASTICO ROSA MATUCK;UN
08.03.02.126-5;CADERNETA ELASTICO AMARELO MATUCK;UN
08.03.02.130-4;BLOCO BARCO NAIFS;UN
08.03.02.131-2;BLOCO ARVORE NAIFS;UN
08.03.02.132-0;BLOCO CASAL NAIFS;UN
08.03.02.133-8;CADERNETA CIRCO NAIFS;UN
08.03.02.134-6;CADERNETA COLHEITA NAIFS;UN
08.03.02.135-4;CADERNETA CAMPO NAIFS;UN
08.03.02.136-2;BLOCO CINEMA PUBLICO;UN
08.03.02.138-8;CADERNETA GB CAPA DURA;UN
08.03.02.139-6;CADERNETA ELASTICO ROSA MATUCK;UN
08.03.02.140-1;CADERNETA ELASTICO AMARELO MATUCK;UN
08.03.02.141-9;BLOCO PASSAROS;UN
08.03.02.142-7;BLOCO BORBOLETAS;UN
08.03.02.143-5;BLOCO AZUL SACILOTTO;UN
08.03.02.144-3;BLOCO VERMELHO SACILOTTO;UN
08.03.02.152-4;BLOCO BULE E JARDIM;UN
08.03.02.153-2;BLOCO GATO E JARDIM;UN
08.03.02.155-8;CADERNETA MOLESKINE 24 DE MAIO;UN
08.03.02.162-1;CADERNETA CAPA DURA NEON PAULISTA;UN
08.03.02.164-7;CADERNETA CAPA DURA PREDIO PAULISTA;UN
08.03.02.168-9;BLOCO VEADO BICHOS LÚDICOS;UN
08.03.02.169-7;BLOCO CASAS CARLA CAFFE;UN
08.03.02.170-2;BLOCO MIRADA 2018;UN
08.03.03.004-4;CANETA URBANO;UN
08.03.03.005-2;CANETA DEBATE - BRANCA;UN
08.03.03.006-0;CANETA DEBATE - AZUL;UN
08.03.03.007-8;CANETA DEBATE - LARANJA;UN
08.03.03.008-6;CANETA BIENAL NAIFS;UN
08.03.03.009-4;CANETA "MUSICA";UN
08.03.03.014-1;CANETA CAIXA DAGUA LINA;UN
08.03.03.015-9;CANETA ESCADA LINA;UN
08.03.03.017-5;CANETA MATUCK;UN
08.03.03.021-4;CANETA CINEMA NO SESC;UN
08.03.04.007-3;LAPIS URBANO PRETO;UN
08.03.04.008-1;LAPIS URBANO BRANCO;UN
08.03.04.012-0;KIT LAPIS URBANO;UN
08.03.04.013-8;KIT LAPIS DEBATE MARCA TEXTO;UN
08.03.04.017-0;LAPIS "QUE CHITA" AMARELO;UN
08.03.04.018-8;LAPIS "QUE CHITA" AZUL;UN
08.03.04.019-6;LAPIS "QUE CHITA" VERMELHO;UN
08.03.04.020-1;KIT LAPIS "QUE CHIQUITA";UN
08.03.04.021-9;LAPIS C/ BORRACHA "MEDITERRANEO" PRETO;UN
08.03.04.022-7;LAPIS C/ BORRACHA "MEDITERRANEO" PANTONE;UN
08.03.04.023-5;LAPIS C/ BORRACHA "MEDITERRANEO" PICTURE;UN
08.03.04.026-9;LAPIS MODELO "MOVIMENTO";UN
08.03.04.027-7;KIT LAPIS "ARTES";UN
08.03.04.028-5;KIT LAPIS THEATRE DU SOLEIL;UN
08.03.04.029-3;KIT LAPIS JARDIM;UN
08.03.04.030-8;KIT LAPIS CALEIDOSCOPIO;UN
08.03.04.031-6;LAPIS CALANGO;UN
08.03.04.032-4;LAPIS FLORES;UN
08.03.04.033-2;LAPIS AZUL MACACO;UN
08.03.04.034-0;LAPIS BRANCO MACACO;UN
08.03.04.035-8;LAPIS CALEIDOSCOPIO BRANCO;UN
08.03.04.036-6;LAPIS CALEIDOSCOPIO PRETO;UN
08.03.04.037-4;LAPIS ALFABETO ROSA/AMARELO;UN
08.03.04.038-2;LAPIS ALFABETO PRETO/AZUL;UN
08.03.04.039-0;LAPIS GUTENBERG COLOR;UN
08.03.04.041-3;LAPIS VERMELHO ILUSTRACAO BELENZINHO;UN
08.03.04.042-1;ECO LAPIS FESTIVAL MELHORES FILMES 2011;UN
08.03.04.043-9;LAPIS ILUSTRACAO B RETIRO PRETO;UN
08.03.04.044-7;LAPIS ILUSTRACAO B RETIRO VINHO;UN
08.03.04.047-1;LAPIS VIDEOBRASIL 2011;UN
08.03.04.048-9;LAPIS AZUL ILUSTRACAO STO AMARO;UN
08.03.04.049-7;LAPIS VERMELHO ILUSTRACAO STO AMARO;UN
08.03.04.050-2;LAPIS ARVORE VERDE MATUCK;UN
08.03.04.051-0;LAPIS ARVORE VINHO MATUCK;UN
08.03.04.052-8;LAPIS VERM ILUTR BERTIOGA;UN
08.03.04.053-6;LAPIS AMARELO ILUSTR BERTIOGA;UN
08.03.04.054-4;LAPIS AZUL ILUSTR BERTIOGA;UN
08.03.04.055-2;LAPIS MOSTRA SESC 2012;UN
08.03.04.059-4;LAPIS CINZA JUNDIAI;UN
08.03.04.062-5;LAPIS ESTRELA LINA;UN
08.03.04.063-3;LAPIS XADREZ LINA;UN
08.03.04.064-1;LAPIS LISTRA LINA;UN
08.03.04.065-9;LAPIS SACILOTTO;UN
08.03.04.067-5;LAPIS DE COR O QUE É O QUE É;UN
08.03.04.068-3;LAPIS DE COR VIDEOBRASIL 30 ANOS;UN
08.03.04.074-8;LAPIS MADEIRA NAIFS;UN
08.03.04.075-6;LÁPIS PRETO NAIFS;UN
08.03.04.076-4;LAPIS VERDE NAIFS;UN
08.03.04.077-2;LÁPIS AZUL NAIFS;UN
08.03.04.078-0;LAPIS MIRADA 2014;UN
08.03.04.095-0;LAPIS CINEMA NO SESC PRETO;UN
08.03.04.098-4;LAPIS GB BRANCO;UN
08.03.04.099-2;LAPIS GB PRETO;UN
08.03.04.100-3;LAPIS BORRACHA VERMELHA MATUCK;UN
08.03.04.101-1;LAPIS BORRACHA AMARELA MATUCK;UN
08.03.04.102-9;LAPIS TUCANO;UN
08.03.04.103-7;LAPIS PASSAROS;UN
08.03.04.104-5;LAPIS MACACOS;UN
08.03.04.106-1;LAPIS AMARELO SACILLOTTO;UN
08.03.04.107-9;LAPIS VERDE ANTUNES;UN
08.03.04.108-7;LAPIS VERMELHO ANTUNES;UN
08.03.04.109-5;LAPIS AZUL ANTUNES;UN
08.03.04.110-0;LAPIS LOGO NAIFS 2016;UN
08.03.04.113-4;LAPIS AMARELO BICHOS LUDICOS;UN
08.03.04.114-2;LAPIS 24 DE MAIO;UN
08.03.04.116-8;LAPIS PAULISTA;UN
08.03.04.118-4;LAPIS CARLA CAFFE;UN
08.03.04.119-2;LAPIS GRAFISMO GRU;UN
08.03.05.001-0;MOUSE PAD DEBATE;UN
08.03.05.002-8;MOUSE PAD URBANO;UN
08.03.06.001-5;MEDALHAS DIVERSAS;UN
08.03.06.002-3;ABRIDOR DE DVD/CD;UN
08.03.07.001-0;PORTA CD EM E.V.A QUADRADO;UN
08.03.07.002-8;PORTA CD EM E.V.A REDONDO;UN
08.03.07.005-2;PORTA MOEDAS;UN
08.03.07.006-0;PORTA MOEDAS BEIJA-FLOR;UN
08.03.07.007-8;PORTA CLIPS CINE 2007;RL
08.03.07.010-9;PORTA TRECO MACACO;UN
08.03.07.011-7;PORTA TRECO SAPO;UN
08.03.07.012-5;PORTA MOEDAS VERDE ILUST BERTIOGA;UN
08.03.07.013-3;PORTA MOEDAS VERM ILUST BERTIOGA;UN
08.03.07.014-1;PORTA MOEDAS AZUL ILUST BERTIOGA;UN
08.03.07.015-9;PORTA NIQUEL BIENAL DE DANÇAS 2015;UN
08.03.08.001-5;CARTAO GRANDE "A BANDA";UN
08.03.08.002-3;CARTAO GRANDE "CONJ. MUSICAL NORDESTINO";UN
08.03.08.003-1;CARTAO GRANDE "GRUPO MOCAMBIQUE";UN
08.03.08.004-9;CARTAO GRANDE "PROTECAO DE TODOS";UN
08.03.08.005-7;CARTAO GRANDE "VILA DA CACHOEIRA";UN
08.03.08.006-5;CARTAO PEQUENO "CASAMENTO I";UN
08.03.08.007-3;CARTAO PEQUENO "CASAMENTO SAO GONCALO";UN
08.03.08.008-1;CARTAO PEQUENO "COLHEITA DE AMENDOIM";UN
08.03.08.009-9;CARTAO PEQUENO "PESCARIA NOTURNA";UN
08.03.08.010-4;CARTAO PEQUENO "RESPEITO A NATUREZA";UN
08.03.08.011-2;CARTAO "A CONQUISTA DO ESPACO";UN
08.03.08.012-0;KIT CARTAO POSTAL VISIONS-LES EPHEMERES;UN
08.03.09.001-0;MARCADOR DE PAGINA PVC (CRISTAL E PRETO);UN
08.03.09.002-8;MARCADOR DE PAGINAS "INSTITUCIONAL";UN
08.03.09.003-6;MARCADOR DE PAGINAS "URBANO";UN
08.03.09.004-4;KIT MARCADOR DE PAGINAS;UN
08.03.09.009-4;TAG G.BARROS - HOMEM;UN
08.03.09.010-9;TAG G.BARROS - GATO;UN
08.03.09.011-7;TAG G.BARROS - TELHADO;UN
08.03.09.012-5;TAG G.BARROS - PAISAGEM;UN
08.03.09.013-3;TAG G.BARROS - ESCADA;UN
08.03.09.014-1;TAG G.BARROS - JANELA;UN
08.03.09.015-9;TAG G.BARROS - FORMAS;UN
08.03.09.016-7;MARCADOR ALFABETO PRETO/AMARELO;UN
08.03.09.017-5;MARCADOR ALFABETO ROSA/AZUL;UN
08.03.09.018-3;MARCADOR GUTENBERG COLOR;UN
08.03.09.019-1;MARCADOR GUTENBERG B42;UN
08.03.09.020-6;MARCADOR ILUMINURAS;UN
08.03.09.021-4;MARCADOR PRENSA LARANJA;UN
08.03.09.025-6;MARCADOR ARVORE VERDE MATUCK;UN
08.03.09.026-4;MARCADOR ARVORE ROSA MATUCK;UN
